user_id,amplitude_id,total_events,high_signal_events,cancellation_signals,error_events,meaningful_screens,latest_events,num_sessions,first_used,last_used,platform,country,app_version,device,os,revenue,paying,subscription_status,subscription_plan,subscription_period,fleet_size,total_routes_created,total_routes_optimized,total_stops_planned,account_created_at,company_name,industry,user_role,plan_type,user_type,analysis_report,error,elapsed_seconds,found_backend_cancel_event,cancel_reason,cancel_note,cancel_from,payment_interval,amount_usd,cancel_event_time
1812596--00,1473909087020,443,cancel_subscription_button_v1 | backend_cancel_subscription_v1 | create_new_route_v1 | first_stop_added_v1 | backend_route_creation_v1 | save_and_optimize_v1 | login_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,coder_failed_v1,,open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | open_app_v1 | Add_Stop_Button_v1 | Add_Stop_Button_v1 | add_stop_by_latlng_click_v1 | add_stop_onmap_click_v1 | Add_Stop_Button_v1,30,2026-02-09,2026-03-13,Android,Egypt,28.7,HONOR HONOR LGN-NX1,android 16,0.0,,,,,,,,,,,,,,,User ID: 1812596--00 | Amplitude ID: 1473909087020 | Total events: 443 | High signal events: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | create_new_route_v1 | first_stop_added_v1 | backend_route_creation_v1 | save_and_optimize_v1 | login_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: coder_failed_v1 | Meaningful screens: none | Latest events: open_app_v1 | payment_send_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | open_app_v1 | Add_Stop_Button_v1 | Add_Stop_Button_v1 | add_stop_by_latlng_click_v1 | add_stop_onmap_click_v1 | Add_Stop_Button_v1,,5.02,yes,User canceled the subscription,Cost-related reasons,by_user,month,17.181,2026-03-13 12:42:57.000000
1815559--00,1477991923521,500,save_and_optimize_v1 | begin_checkout_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | create_new_route_v1 | first_stop_added_v1,cancel_subscription_button_v1,,,start_route_v1 | edit_route_v1 | start_route_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | save_and_optimize_v1 | stop_detail_update_v1,71,2026-02-13,2026-04-07,Android,Brazil,28.9,Samsung Phone,android 11,0.0,,,,,,,,,,,,,,,User ID: 1815559--00 | Amplitude ID: 1477991923521 | Total events: 500 | High signal events: save_and_optimize_v1 | begin_checkout_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | create_new_route_v1 | first_stop_added_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | edit_route_v1 | start_route_v1 | edit_route_v1 | stop_detail_update_v1 | stop_detail_open_v1 | end_location_entered_v1 | start_location_entered_v1 | save_and_optimize_v1 | stop_detail_update_v1,,5.50,no,N/A,N/A,N/A,N/A,N/A,
1818690--00,1480075407408,267,save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | sign_up_v1,cancel_subscription_button_v1,,,save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | stop_detail_open_v1 | stop_detail_open_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1,63,2026-02-15,2026-04-07,iOS,Italy,15.1,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1818690--00 | Amplitude ID: 1480075407408 | Total events: 267 | High signal events: save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: save_and_optimize_v1 | save_and_optimize_v1 | stops_added_v1 | done_adding_stop_v1 | stop_detail_open_v1 | stop_detail_open_v1 | first_stop_added_v1 | add_stop_screen_v1 | create_new_route_v1 | open_app_v1,,5.19,no,N/A,N/A,N/A,N/A,N/A,
1819662--00,1485043715220,500,sign_up_v1 | backend_cancel_subscription_v1 | login_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,signup_page_v1 | open_app_v1 | sign_up_v1 | signup_page_v1 | onboarding_page_v1 | signup_page_v1 | backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1,88,2026-02-20,2026-03-20,Android,Brazil,28.9,Redmi Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1819662--00 | Amplitude ID: 1485043715220 | Total events: 500 | High signal events: sign_up_v1 | backend_cancel_subscription_v1 | login_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: signup_page_v1 | open_app_v1 | sign_up_v1 | signup_page_v1 | onboarding_page_v1 | signup_page_v1 | backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1,,5.49,yes,by webhook,by webhook,by_user,week,0.0,2026-03-19 22:34:44.000000
1819691--00,1485075094529,500,backend_cancel_subscription_v1 | login_v1 | navigate_via_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | open_app_v1,117,2026-02-20,2026-03-24,Android,Brazil,28.9,Realme Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1819691--00 | Amplitude ID: 1485075094529 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | login_v1 | navigate_via_v1 | backend_route_creation_v1 | save_and_optimize_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | create_new_route_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | open_app_v1 | login_v1 | signup_page_v1 | open_app_v1 | navigate_via_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | open_app_v1,,5.41,yes,It's too expensive,N/A,by_user,week,5.04616,2026-03-24 11:36:00.000000
1820188--00,1485844473520,165,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1,10,2026-02-21,2026-04-05,iOS,Malaysia,15.1,Apple iPhone,ios 26.2,0.0,,,,,,,,,,,,,,,User ID: 1820188--00 | Amplitude ID: 1485844473520 | Total events: 165 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | navigate_via_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | start_route_v1 | save_and_optimize_v1 | save_and_optimize_v1 | backend_route_creation_v1 | stops_added_v1 | done_adding_stop_v1 | first_stop_added_v1,,4.56,no,N/A,N/A,N/A,N/A,N/A,
1820903--00,1487424347018,201,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,coder_failed_v1,,open_app_v1 | payment_send_v1 | add_stop_screen_v1 | open_app_v1 | add_stop_screen_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1,24,2026-02-22,2026-03-13,Android,Argentina,28.7,Infinix Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1820903--00 | Amplitude ID: 1487424347018 | Total events: 201 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: coder_failed_v1 | Meaningful screens: none | Latest events: open_app_v1 | payment_send_v1 | add_stop_screen_v1 | open_app_v1 | add_stop_screen_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | payment_send_v1 | cancel_subscription_button_v1,,4.95,yes,User canceled the subscription,Cost-related reasons,by_user,quarter,0.0,2026-03-11 19:46:07.000000
1821379--00,1488224174065,342,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1,cancel_subscription_button_v1,,,start_route_v1 | open_app_v1 | edit_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,54,2026-02-23,2026-04-06,Android,Brazil,28.9,Motorola Phone,android 14,0.0,,,,,,,,,,,,,,,User ID: 1821379--00 | Amplitude ID: 1488224174065 | Total events: 342 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | open_app_v1 | edit_route_v1 | edit_route_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,,5.35,no,N/A,N/A,N/A,N/A,N/A,
1822081--00,1489258937235,500,navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,232,2026-02-24,2026-04-04,iOS,United States,15.4,Apple iPhone,ios 26.4,0.0,,,,,,,,,,,,,,,User ID: 1822081--00 | Amplitude ID: 1489258937235 | Total events: 500 | High signal events: navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,,5.39,no,N/A,N/A,N/A,N/A,N/A,
1822285--00,1489541311724,500,navigate_via_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,onboarding_page_v1 | open_app_v1 | navigate_via_v1 | start_route_v1 | backend_route_creation_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1 | save_and_optimize_v1 | save_and_optimize_v1,82,2026-02-24,2026-03-30,iOS,Portugal,15.2,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1822285--00 | Amplitude ID: 1489541311724 | Total events: 500 | High signal events: navigate_via_v1 | backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: onboarding_page_v1 | open_app_v1 | navigate_via_v1 | start_route_v1 | backend_route_creation_v1 | open_app_v1 | save_and_optimize_v1 | save_and_optimize_v1 | save_and_optimize_v1 | save_and_optimize_v1,,5.57,no,N/A,N/A,N/A,N/A,N/A,
1823137--00,1490911972393,500,navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | first_stop_added_v1 | backend_cancel_subscription_v1,backend_cancel_subscription_v1,,,open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,271,2026-02-25,2026-04-06,iOS,Brazil,15.4,Apple iPhone,ios 17.6.1,0.0,,,,,,,,,,,,,,,User ID: 1823137--00 | Amplitude ID: 1490911972393 | Total events: 500 | High signal events: navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | create_new_route_v1 | first_stop_added_v1 | backend_cancel_subscription_v1 | Cancellation signals: backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,,7.87,no,N/A,N/A,N/A,N/A,N/A,
1823619--00,1491715417701,431,backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,payment_send_v1 | payment_send_v1 | backend_route_creation_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | payment_send_v1,53,2026-02-26,2026-03-21,Android,France,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1823619--00 | Amplitude ID: 1491715417701 | Total events: 431 | High signal events: backend_route_creation_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: payment_send_v1 | payment_send_v1 | backend_route_creation_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | open_app_v1 | payment_send_v1,,5.74,yes,User canceled the subscription,Cost-related reasons,by_user,week,11.9577,2026-03-18 18:26:57.000000
1823810--00,1492012788508,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | cancel_subscription_button_v1,cancel_subscription_button_v1,,,start_route_v1 | edit_route_v1 | add_trip_note_v1 | add_stop_note_click_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1,51,2026-02-26,2026-04-06,Android,Chile,28.9,Motorola Phone,android 15,0.0,,,,,,,,,,,,,,,User ID: 1823810--00 | Amplitude ID: 1492012788508 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | cancel_subscription_button_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | edit_route_v1 | add_trip_note_v1 | add_stop_note_click_v1 | stop_added_v1 | add_stop_screen_v1 | Add_Stop_Button_v1 | end_location_entered_v1 | start_location_entered_v1 | start_route_v1,,5.91,no,N/A,N/A,N/A,N/A,N/A,
1824220--00,1492630323573,500,first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1,,,,add_stop_screen_v1 | first_stop_added_v1 | create_new_route_v1 | open_app_v1 | edit_route_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | start_route_v1 | edit_route_v1,190,2026-02-27,2026-04-07,Android,Romania,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1824220--00 | Amplitude ID: 1492630323573 | Total events: 500 | High signal events: first_stop_added_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | Cancellation signals: none | Error events: none | Meaningful screens: none | Latest events: add_stop_screen_v1 | first_stop_added_v1 | create_new_route_v1 | open_app_v1 | edit_route_v1 | first_stop_added_v1 | first_stop_added_v1 | add_stop_screen_v1 | start_route_v1 | edit_route_v1,,5.65,no,N/A,N/A,N/A,N/A,N/A,
1824950--00,1493907053247,55,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | create_new_route_v1 | first_stop_added_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | add_stop_screen_v1 | create_new_route_v1 | first_stop_added_v1 | subscribe_v1 | backend_subscription_history_v1 | payment_send_v1_email,13,2026-02-28,2026-03-15,iOS,Germany,14.9,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1824950--00 | Amplitude ID: 1493907053247 | Total events: 55 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | create_new_route_v1 | first_stop_added_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | open_app_v1 | add_stop_screen_v1 | create_new_route_v1 | first_stop_added_v1 | subscribe_v1 | backend_subscription_history_v1 | payment_send_v1_email,,4.46,yes,ios webhook,ios webhook,by_user,month,23.9034,2026-03-14 02:34:58.000000
1825037--00,1494069812254,410,backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | first_stop_added_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1,cancel_subscription_button_v1 | backend_cancel_subscription_v1,,,start_route_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | stop_added_v1 | stop_added_v1,44,2026-03-01,2026-04-07,Android,Brazil,28.9,Motorola Phone,android 11,0.0,,,,,,,,,,,,,,,User ID: 1825037--00 | Amplitude ID: 1494069812254 | Total events: 410 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | first_stop_added_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | backend_cancel_subscription_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | backend_cancel_subscription_v1 | Error events: none | Meaningful screens: none | Latest events: start_route_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1 | start_location_entered_v1 | backend_route_creation_v1 | save_and_optimize_v1 | done_adding_stop_v1 | stop_added_v1 | stop_added_v1,,5.41,yes,by webhook,by webhook,by_user,week,5.04616,2026-04-01 12:16:41.000000
1825464--00,1494998721788,500,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | backend_subscription_history_v1 | start_route_v1 | open_app_v1 | edit_route_v1 | stop_added_v1 | stop_added_v1 | stop_added_v1 | stop_added_v1 | add_stop_parcel_detail_click_v1,68,2026-03-02,2026-04-06,Android,Italy,28.9,Oppo Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1825464--00 | Amplitude ID: 1494998721788 | Total events: 500 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | backend_subscription_history_v1 | start_route_v1 | open_app_v1 | edit_route_v1 | stop_added_v1 | stop_added_v1 | stop_added_v1 | stop_added_v1 | add_stop_parcel_detail_click_v1,,5.49,yes,Changed Job,N/A,by_user,week,5.9071,2026-03-20 14:13:30.000000
1825512--00,1495129547595,500,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | navigate_via_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | login_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | signup_page_v1 | signup_page_v1 | signup_page_v1 | open_app_v1 | navigate_via_v1,335,2026-01-07,2026-04-04,iOS,Greece,15.4,Apple iPhone,ios 26.3.1,0.0,,,,,,,,,,,,,,,User ID: 1825512--00 | Amplitude ID: 1495129547595 | Total events: 500 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | navigate_via_v1 | create_new_route_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | login_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | onboarding_page_v1 | open_app_v1 | signup_page_v1 | signup_page_v1 | signup_page_v1 | open_app_v1 | navigate_via_v1,,5.64,no,N/A,N/A,N/A,N/A,N/A,
1825573--00,1495268463286,122,backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,signup_page_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | edit_route_v1 | first_stop_added_v1,27,2026-03-02,2026-04-05,Android,Singapore,28.9,Oppo Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1825573--00 | Amplitude ID: 1495268463286 | Total events: 122 | High signal events: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | first_stop_added_v1 | begin_checkout_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: signup_page_v1 | open_app_v1 | open_app_v1 | backend_cancel_subscription_v1 | payment_send_v1 | cancel_subscription_button_v1 | open_app_v1 | backend_subscription_history_v1 | edit_route_v1 | first_stop_added_v1,,4.37,yes,It's too expensive,N/A,by_user,quarter,0.0,2026-03-10 01:00:04.000000
1825941--00,1495864876749,122,backend_cancel_subscription_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | sign_up_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,open_app_v1 | backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | start_route_v1 | accept_store_connection_v1 | backend_route_creation_v1 | backend_route_creation_v1,20,2026-03-02,2026-04-07,Android,India,28.9,Oppo Phone,android 13,0.0,,,,,,,,,,,,,,,User ID: 1825941--00 | Amplitude ID: 1495864876749 | Total events: 122 | High signal events: backend_cancel_subscription_v1 | backend_route_creation_v1 | cancel_subscription_button_v1 | begin_checkout_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | login_v1 | sign_up_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | backend_cancel_subscription_v1 | backend_subscription_history_v1 | backend_cancel_subscription_v1 | open_app_v1 | open_app_v1 | start_route_v1 | accept_store_connection_v1 | backend_route_creation_v1 | backend_route_creation_v1,,4.93,yes,It's too expensive,N/A,by_user,quarter,0.0,2026-03-23 11:49:09.000000
1825973--00,1495927264190,236,backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | sign_up_v1,cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,32,2026-03-02,2026-04-06,Android,Mexico,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1825973--00 | Amplitude ID: 1495927264190 | Total events: 236 | High signal events: backend_route_creation_v1 | save_and_optimize_v1 | first_stop_added_v1 | create_new_route_v1 | begin_checkout_v1 | cancel_subscription_button_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | open_app_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,,4.85,no,N/A,N/A,N/A,N/A,N/A,
1826929--00,1497632255914,326,cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1,cancel_subscription_button_v1,,,open_app_v1 | open_app_v1 | cancel_subscription_button_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,101,2026-03-04,2026-03-21,iOS,Brazil,15.1,Apple iPhone,ios 26.1,0.0,,,,,,,,,,,,,,,User ID: 1826929--00 | Amplitude ID: 1497632255914 | Total events: 326 | High signal events: cancel_subscription_button_v1 | navigate_via_v1 | save_and_optimize_v1 | backend_route_creation_v1 | first_stop_added_v1 | create_new_route_v1 | sign_up_v1 | Cancellation signals: cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: open_app_v1 | open_app_v1 | cancel_subscription_button_v1 | open_app_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1 | navigate_via_v1,,5.37,no,N/A,N/A,N/A,N/A,N/A,
1827125--00,1497391207869,500,first_stop_added_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1,backend_cancel_subscription_v1 | cancel_subscription_button_v1,,,edit_route_v1 | open_app_v1 | open_app_v1 | edit_route_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,56,2026-03-04,2026-04-01,Android,Brazil,28.9,Samsung Phone,android 16,0.0,,,,,,,,,,,,,,,User ID: 1827125--00 | Amplitude ID: 1497391207869 | Total events: 500 | High signal events: first_stop_added_v1 | backend_route_creation_v1 | save_and_optimize_v1 | create_new_route_v1 | backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Cancellation signals: backend_cancel_subscription_v1 | cancel_subscription_button_v1 | Error events: none | Meaningful screens: none | Latest events: edit_route_v1 | open_app_v1 | open_app_v1 | edit_route_v1 | open_app_v1 | edit_route_v1 | end_location_entered_v1 | end_location_entered_v1 | start_location_entered_v1 | open_app_v1,,6.55,yes,It's too expensive,N/A,by_user,week,0.0,2026-03-30 06:43:26.000000
